,ward,gender,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
1076,wakabayashi,f,裏柴田町,1,2,0,0,1,1,0,3,1,3,0,0,1,1,1,0,1,0,0,0,1,0,5,0,3,3,3,2,1,1,6,2,1,2,0,2,3,2,1,1,0,0,3,2,2,2,3,2,3,3,4,0,0,1,1,1,4,2,1,4,1,1,0,4,0,2,0,2,2,3,0,3,1,1,2,0,3,3,3,0,1,0,3,2,2,0,0,1,2,1,2,1,1,0,1,0,0,0,0,0,0,4,8,3,1,9,10,11,9,7,13,6,12,6,9,7,9,8,4,5
1077,wakabayashi,f,沖野,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,1,0,1,1,2,2,1,0,0,2
1078,wakabayashi,f,沖野１丁目,5,4,2,4,4,7,4,7,7,8,7,9,6,6,7,5,5,8,8,4,4,6,4,4,4,7,8,5,6,6,10,7,12,10,3,9,7,12,5,3,11,7,7,7,19,6,11,18,14,6,9,8,8,3,9,12,8,8,6,10,9,7,10,9,6,8,8,4,15,12,16,9,11,10,11,9,11,6,13,7,7,10,8,8,6,10,6,7,4,3,3,2,2,1,1,3,0,0,0,0,2,19,33,35,30,22,32,42,36,51,55,37,44,41,47,57,46,39,30,14
1079,wakabayashi,f,沖野２丁目,6,9,11,8,12,7,4,9,8,6,8,7,9,8,11,8,15,20,13,15,7,15,17,11,7,9,9,13,9,11,12,10,14,17,15,18,19,13,16,15,14,15,14,24,23,23,23,14,20,18,21,13,15,10,11,7,13,18,16,21,14,10,11,3,13,11,14,15,15,21,18,10,16,5,10,18,11,14,13,11,3,10,14,9,11,8,7,5,4,10,4,0,2,0,4,2,0,0,1,1,0,46,34,43,71,57,51,68,81,90,98,70,75,51,76,59,67,47,34,14
1080,wakabayashi,f,沖野３丁目,6,4,8,14,5,17,15,5,11,14,11,14,14,12,14,17,12,10,13,13,7,10,6,15,8,13,12,8,14,10,11,14,8,13,17,16,9,19,16,16,16,16,14,16,22,27,20,19,15,17,20,15,16,18,13,16,18,12,13,10,8,6,8,11,18,18,10,18,16,20,14,19,25,11,8,17,12,14,17,14,8,12,13,5,9,6,6,8,9,5,2,1,1,4,2,0,0,1,0,0,1,37,62,65,65,46,57,63,76,84,98,82,69,51,82,77,74,47,34,12
1081,wakabayashi,f,沖野４丁目,0,0,1,0,0,0,1,0,0,0,2,1,1,2,3,4,0,0,1,0,0,1,1,0,0,3,1,1,1,2,2,0,1,1,1,0,2,1,3,0,0,2,3,3,1,2,1,3,0,2,2,1,2,2,1,2,0,4,3,3,6,2,1,6,2,4,2,5,2,5,1,3,3,2,2,1,3,1,1,1,1,5,2,2,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,5,2,8,5,6,9,8,8,12,17,18,11,7,11,4,1
1082,wakabayashi,f,沖野５丁目,0,3,1,0,0,2,0,1,3,3,0,0,4,1,1,2,2,1,3,1,4,3,1,1,1,2,4,3,1,7,5,1,1,4,0,1,5,3,2,3,1,1,2,5,6,3,4,6,3,4,7,2,3,3,3,8,4,2,4,4,3,5,2,1,7,5,4,6,5,5,5,7,5,4,3,1,3,2,5,3,2,2,1,1,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,9,10,17,11,14,15,20,18,22,18,25,24,14,10,8,0
1083,wakabayashi,f,沖野６丁目,13,13,18,10,14,12,10,21,12,10,7,20,16,17,10,15,15,20,13,14,12,14,12,13,8,6,13,8,12,12,16,11,16,8,19,16,16,16,16,20,20,20,24,19,29,20,18,19,14,25,17,16,13,19,11,14,19,21,19,11,6,11,13,10,15,16,14,22,24,34,40,33,31,16,15,20,18,22,15,15,16,12,19,11,12,14,8,12,3,5,4,8,4,5,2,2,3,1,1,0,0,68,65,70,77,59,51,70,84,112,96,76,84,55,110,135,90,70,42,30
1084,wakabayashi,f,沖野７丁目,8,12,8,9,4,13,16,7,7,17,10,17,12,18,11,10,13,6,7,17,12,5,7,7,8,11,8,11,5,10,12,12,15,10,19,16,14,18,13,21,19,26,12,14,9,16,24,27,19,10,12,14,13,10,8,13,10,12,17,6,8,11,16,11,13,12,16,15,17,15,15,16,28,17,9,16,14,13,7,9,6,14,10,9,4,9,5,5,3,7,2,4,2,3,2,1,1,0,0,0,1,41,60,68,53,39,45,68,82,80,96,57,58,59,75,85,59,43,29,16
1085,wakabayashi,f,表柴田町,5,2,3,0,0,4,1,1,1,4,2,2,2,2,1,3,2,1,3,5,8,4,2,5,1,4,6,1,7,1,1,4,5,4,9,4,2,4,7,5,3,4,5,4,6,5,4,2,6,5,8,2,4,12,5,2,1,2,4,8,3,4,4,5,0,2,6,4,4,1,6,4,3,1,4,8,4,6,3,3,2,3,2,5,1,2,2,2,1,2,1,2,1,3,0,1,0,0,0,0,1,10,11,9,14,20,19,23,22,22,22,31,17,16,17,18,24,13,9,9
1086,wakabayashi,f,卸町１丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1087,wakabayashi,f,卸町２丁目,2,1,0,1,1,0,0,0,1,0,0,2,1,1,0,1,0,0,2,1,0,0,3,0,1,0,2,4,0,1,1,7,0,1,1,2,0,1,1,1,1,5,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,1,4,4,4,7,10,5,8,3,1,4,2,2,1,0,0,2,2
1088,wakabayashi,f,卸町３丁目,0,0,1,0,2,4,0,1,1,0,0,0,1,2,0,1,0,2,0,1,0,0,0,1,1,0,1,0,1,0,1,1,2,0,1,2,1,1,1,1,2,4,1,1,1,2,2,2,2,1,0,1,0,3,2,3,1,1,0,2,0,1,2,3,2,2,0,0,3,2,2,2,1,1,1,2,1,1,2,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,3,4,2,2,5,6,9,9,6,7,8,7,7,7,3,2,1
1089,wakabayashi,f,卸町５丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,wakabayashi,f,卸町東３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,wakabayashi,f,卸町東４丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0
1092,wakabayashi,f,卸町東５丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1093,wakabayashi,f,かすみ町,9,7,5,3,1,6,10,10,4,3,5,5,5,8,7,10,10,2,10,12,7,9,7,10,9,12,5,6,7,18,7,9,11,11,9,11,12,15,14,11,8,14,13,8,12,14,16,14,12,19,13,13,11,8,10,11,15,8,10,11,10,9,12,7,6,6,9,8,8,12,14,12,13,11,12,15,12,5,16,9,9,8,14,8,10,6,4,5,4,6,4,4,3,4,2,1,1,0,0,0,1,25,33,30,44,42,48,47,63,55,75,55,55,44,43,62,57,49,25,20
1094,wakabayashi,f,霞目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1095,wakabayashi,f,霞目１丁目,2,1,0,1,2,1,1,2,1,2,3,0,1,0,1,2,0,1,2,7,2,2,2,4,0,1,1,2,2,0,3,1,0,4,4,1,3,1,2,0,3,0,1,1,2,0,5,0,3,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,12,10,6,12,7,7,9,5,1,0,0,0,0,0,0,0
1096,wakabayashi,f,霞目２丁目,6,4,9,8,4,5,9,7,6,7,9,9,10,7,6,14,4,3,4,8,9,8,7,8,11,6,8,6,8,6,11,8,19,7,13,14,14,11,18,9,14,13,12,19,12,23,15,14,17,14,10,16,9,10,11,14,11,13,8,10,11,14,8,9,14,11,8,9,20,13,21,18,13,9,8,12,23,20,16,16,13,8,14,8,13,6,5,5,6,3,5,3,5,2,1,2,3,2,0,0,0,31,34,41,33,43,34,58,66,70,83,56,56,56,61,69,87,56,25,23
1097,wakabayashi,f,蒲町,8,9,7,4,4,11,7,10,12,9,14,11,7,9,8,11,6,10,10,6,6,10,11,8,5,11,10,12,17,5,11,10,8,16,18,9,12,21,16,11,9,11,19,14,18,15,27,18,18,8,14,18,8,6,13,13,15,5,7,14,9,12,12,11,8,9,4,11,5,11,11,12,15,13,7,9,10,16,11,14,7,7,9,4,3,7,5,10,8,4,2,1,5,3,2,1,0,2,0,0,2,32,49,49,43,40,55,63,69,71,86,59,54,52,40,58,60,30,34,18
1098,wakabayashi,f,蒲町東,4,9,5,6,6,7,7,2,5,2,6,9,10,4,3,11,10,12,10,4,12,11,8,11,8,12,6,14,6,12,4,9,10,8,10,13,7,17,6,5,13,16,19,14,20,16,18,16,16,16,17,13,16,9,10,18,11,5,6,8,9,9,8,8,7,8,2,6,4,8,4,4,2,4,4,4,3,6,2,2,2,5,2,0,1,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,30,23,32,47,50,50,41,48,82,82,65,48,41,28,18,17,10,5,3
1099,wakabayashi,f,上飯田,0,0,0,0,1,0,1,0,0,3,0,2,0,5,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,1,5,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,4,8,6,0,0,0,1,6,9,2,1,0,2,0,2,1,3,2
1100,wakabayashi,f,上飯田１丁目,5,3,9,9,12,9,5,5,9,7,7,11,6,11,5,5,7,6,10,10,9,12,7,6,6,9,5,8,7,11,10,8,6,10,7,17,10,9,16,10,10,15,15,8,17,12,10,15,15,15,16,13,22,14,9,13,8,11,7,8,12,10,9,15,15,8,13,18,10,20,14,13,15,15,10,8,15,8,13,9,8,5,9,8,6,5,6,4,7,3,4,3,2,5,2,2,0,0,0,0,0,38,35,40,38,40,40,41,62,65,67,74,47,61,69,67,53,36,25,18
1101,wakabayashi,f,上飯田２丁目,10,13,17,9,17,13,17,20,15,17,15,6,8,10,16,8,11,11,9,10,8,12,13,9,15,11,6,11,14,15,11,21,16,17,24,17,18,20,15,18,19,18,26,14,22,14,19,21,18,17,21,18,27,13,8,16,17,20,12,9,12,15,15,18,20,17,19,18,24,28,23,22,30,18,19,15,16,21,14,21,26,13,11,7,12,13,13,10,6,10,5,5,6,3,0,4,0,1,1,1,0,66,82,55,49,57,57,89,88,99,89,87,74,80,106,112,87,69,52,26
1102,wakabayashi,f,上飯田３丁目,13,13,17,12,13,8,13,9,7,13,13,17,13,12,13,14,10,14,16,12,13,9,7,17,8,10,11,7,9,12,15,16,13,15,17,22,19,18,16,16,16,18,27,15,21,18,29,27,21,19,20,17,20,12,14,15,18,13,9,14,12,16,13,18,14,15,20,21,19,15,36,26,26,20,10,18,16,10,17,8,9,8,12,13,9,7,4,6,4,7,7,2,4,0,2,2,1,1,1,1,0,68,50,68,66,54,49,76,91,97,114,83,69,73,90,118,69,51,28,21
1103,wakabayashi,f,上飯田４丁目,4,9,5,7,6,5,7,4,9,3,7,11,6,9,3,7,6,5,7,4,4,4,3,7,9,2,4,4,8,4,4,9,4,7,5,9,8,11,8,20,7,9,12,6,10,10,14,4,8,7,8,8,5,5,4,9,5,10,0,7,3,16,6,7,8,8,9,13,13,14,16,16,19,7,9,8,19,10,13,9,5,4,9,11,9,7,2,1,0,5,3,2,2,2,3,1,0,0,0,0,1,31,28,36,29,27,22,29,56,44,43,30,31,40,57,67,59,38,15,14
1104,wakabayashi,f,河原町１丁目,4,1,3,5,7,7,7,8,5,8,13,7,10,8,14,5,14,9,6,7,10,9,10,16,11,12,7,17,9,9,11,11,6,19,11,17,7,17,18,19,13,14,18,19,16,17,18,18,22,17,14,23,24,15,10,16,21,17,15,12,13,12,19,12,11,9,19,12,12,8,12,8,15,6,5,10,7,9,8,6,7,7,8,9,8,7,8,2,5,2,5,6,2,4,1,2,1,0,0,1,1,20,35,52,41,56,54,58,78,80,92,86,81,67,60,46,40,39,24,23
1105,wakabayashi,f,河原町２丁目,5,4,2,5,5,5,3,10,3,4,5,4,2,4,3,4,3,2,7,6,12,12,14,13,15,17,14,21,12,14,8,17,9,15,12,12,10,12,10,12,12,3,15,17,13,13,13,15,13,10,16,15,11,5,5,9,6,15,4,10,8,10,4,11,5,7,8,8,7,11,13,9,9,5,4,9,9,3,9,5,4,8,5,15,4,6,4,3,3,5,5,4,0,1,2,2,3,1,1,0,0,21,25,18,22,66,78,61,56,60,64,52,44,38,41,40,35,36,21,19
1106,wakabayashi,f,木ノ下１丁目,1,3,3,4,4,7,4,5,2,0,5,5,2,4,2,9,4,4,3,6,5,9,8,8,10,8,6,12,9,6,6,11,6,12,5,8,11,4,6,10,3,7,7,12,8,5,11,5,14,6,7,6,7,3,8,5,12,1,10,10,4,7,6,4,8,9,9,7,3,7,11,9,9,5,6,7,6,5,6,9,5,8,4,6,8,6,8,10,3,4,3,3,2,2,2,1,2,1,0,0,1,15,18,18,26,40,41,40,39,37,41,31,38,29,35,40,33,31,31,17
1107,wakabayashi,f,木ノ下２丁目,0,3,0,4,2,2,5,3,2,5,2,3,3,3,1,1,4,1,1,2,6,5,2,7,3,3,4,7,8,4,7,4,7,6,7,6,4,5,6,4,7,5,0,3,7,5,9,5,4,7,6,1,5,7,1,5,3,2,1,5,1,4,2,7,5,6,4,2,4,4,3,1,2,3,3,6,2,3,2,3,2,5,4,5,3,2,1,2,3,3,2,2,0,1,0,3,0,0,2,0,0,9,17,12,9,23,26,31,25,22,30,20,16,19,20,12,16,19,11,10
1108,wakabayashi,f,木ノ下３丁目,0,1,1,1,1,0,2,3,1,0,0,0,2,1,1,1,0,0,1,1,3,3,2,4,2,1,4,2,1,2,1,0,0,0,1,2,2,1,0,1,1,0,2,2,1,1,1,4,1,2,4,3,4,1,1,3,3,1,1,2,0,2,0,1,1,1,3,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,6,4,3,14,10,2,6,6,9,13,10,4,7,4,3,4,1,2
1109,wakabayashi,f,木ノ下４丁目,4,4,6,1,3,5,4,0,5,6,4,2,2,2,1,1,4,0,3,5,7,3,8,4,5,4,11,2,2,8,7,11,8,6,4,7,6,5,7,7,8,4,6,6,7,6,5,8,5,3,2,1,7,3,8,7,7,4,2,2,6,2,2,5,3,5,7,3,3,4,6,8,6,3,2,5,6,2,4,5,2,3,5,4,2,0,4,2,1,2,4,2,0,2,3,0,0,0,1,0,0,18,20,11,13,27,27,36,32,31,27,21,22,18,22,25,22,16,9,12
1110,wakabayashi,f,木ノ下５丁目,5,4,4,1,2,1,0,0,1,0,0,1,1,1,1,2,2,1,3,0,1,1,2,2,2,5,4,9,5,3,5,6,5,5,3,3,2,7,3,3,1,6,4,3,5,1,5,1,6,0,1,1,4,1,4,3,3,2,1,5,3,2,2,1,2,0,5,3,5,5,2,7,3,1,1,1,1,2,0,3,1,2,2,2,3,2,0,4,0,1,2,2,2,2,0,1,0,0,0,0,0,16,2,4,8,8,26,24,18,19,13,11,14,10,18,14,7,10,7,9
1111,wakabayashi,f,穀町,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,8,5,7,3,4,4,4,0,2,5,3,2,1,3,1,1,1,2,1,2,4,1,0,2,2,0,1,1,0,1,0,0,1,0,2,1,1,1,1,1,2,2,1,0,1,1,1,1,2,3,1,1,1,1,0,3,0,0,1,0,0,0,1,1,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,2,23,15,13,8,8,6,2,5,7,4,8,4,2,4,4
1112,wakabayashi,f,椌木通,4,1,2,1,3,2,1,2,2,1,1,1,4,0,2,0,2,3,1,0,1,1,3,2,4,2,5,7,2,7,4,2,0,1,1,1,3,6,6,4,3,3,4,0,2,0,0,1,4,0,4,2,2,2,1,3,4,2,1,6,2,7,3,0,2,3,0,1,5,1,3,2,3,2,0,4,3,2,1,1,0,3,2,0,1,1,0,4,0,1,1,1,0,0,0,0,0,0,1,0,0,11,8,8,6,11,23,8,20,12,5,11,16,14,10,10,11,6,6,3
1113,wakabayashi,f,五十人町,1,2,1,3,1,2,2,4,2,2,2,6,1,3,2,1,3,0,3,2,7,2,9,6,5,6,5,5,9,9,9,4,11,2,6,6,3,3,2,4,9,3,8,7,7,3,3,5,6,4,7,7,5,4,4,7,3,3,6,6,6,6,1,2,7,5,6,1,3,6,6,7,12,3,3,2,4,5,9,2,2,3,4,1,5,4,2,4,5,3,5,1,1,1,3,1,0,0,0,0,2,8,12,14,9,29,34,32,18,34,21,27,25,22,21,31,22,15,18,14
1114,wakabayashi,f,三百人町,2,3,1,2,5,2,2,7,0,1,3,2,4,1,5,5,2,3,3,4,6,12,7,11,8,7,13,9,9,14,14,8,4,6,7,5,8,5,5,9,11,12,6,7,9,6,14,6,4,10,6,12,1,2,11,6,8,4,3,4,2,12,5,1,5,8,4,9,4,2,6,6,6,3,1,6,1,1,2,5,6,3,5,5,5,5,5,3,2,1,2,1,1,2,0,1,1,0,0,0,0,13,12,15,17,44,52,39,32,45,40,32,25,25,27,22,15,24,16,8
1115,wakabayashi,f,三本塚,0,1,1,1,1,0,2,1,1,1,1,3,1,1,0,1,0,1,0,1,2,1,2,4,0,0,0,0,1,0,0,1,1,2,1,0,1,1,3,1,2,0,0,5,1,0,2,2,2,2,1,1,4,1,1,2,0,0,2,2,1,1,4,2,3,6,1,3,1,3,3,3,6,2,1,0,0,3,2,0,2,0,0,2,1,2,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,4,5,6,3,9,1,5,6,8,8,8,6,11,14,15,5,5,7,5
1116,wakabayashi,f,清水小路,3,2,2,0,1,0,2,0,1,0,0,1,0,1,1,0,1,1,0,0,3,4,3,6,4,4,12,2,8,5,2,2,5,6,4,7,4,1,4,1,4,5,5,1,4,4,4,5,2,2,2,0,2,4,1,2,2,3,0,1,1,0,3,2,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,3,3,2,20,31,19,17,19,17,9,8,7,2,2,1,3,2,1
1117,wakabayashi,f,下飯田,1,0,1,1,2,1,1,0,1,1,1,0,0,1,0,0,2,0,1,1,0,2,0,0,0,0,1,1,2,2,0,2,0,2,0,1,1,0,1,0,0,2,0,0,0,1,2,1,1,0,0,2,0,1,3,1,0,0,1,1,0,0,2,1,0,1,1,1,3,1,1,2,4,1,0,2,2,1,0,0,1,0,1,3,1,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,5,4,2,4,2,6,4,3,2,5,6,3,3,7,8,5,6,6,1
1118,wakabayashi,f,白萩町,6,2,5,7,5,6,4,3,4,1,1,2,3,1,4,3,3,4,6,2,7,6,9,5,8,3,6,2,16,12,9,9,12,7,10,6,8,7,7,10,7,4,7,6,15,7,6,4,7,5,7,10,4,4,5,5,7,10,9,5,5,4,5,7,6,9,7,12,6,8,4,5,5,12,1,5,8,8,8,8,3,3,4,3,3,9,4,5,4,1,3,6,3,4,5,0,3,1,1,0,3,25,18,11,18,35,39,47,38,39,29,30,36,27,42,27,37,16,23,29
1119,wakabayashi,f,志波町,3,1,4,1,1,2,3,2,3,0,1,1,1,1,2,4,0,3,1,3,4,5,6,8,12,10,3,11,8,3,4,7,9,4,9,7,6,7,5,6,6,3,2,2,4,6,6,7,1,6,6,3,5,8,4,5,7,5,5,7,5,1,5,3,5,8,5,5,4,6,11,10,3,3,8,3,5,4,4,7,1,5,1,8,5,6,4,4,5,3,4,2,1,1,0,1,1,1,1,0,0,10,10,6,11,35,35,33,31,17,26,26,29,19,28,35,23,20,22,12
1120,wakabayashi,f,新寺１丁目,7,6,6,5,2,4,6,7,9,11,8,15,14,1,8,5,7,8,8,8,10,6,10,14,11,11,13,21,13,16,11,19,20,12,19,11,6,15,14,15,21,20,12,18,23,18,13,21,14,11,15,17,13,11,11,12,15,13,11,11,11,9,12,14,6,9,7,10,7,11,6,7,10,8,4,5,6,6,1,8,4,2,9,4,3,3,1,1,4,6,1,3,0,0,3,0,2,1,0,0,0,26,37,46,36,51,74,81,61,94,77,67,62,52,44,35,26,22,15,10
1121,wakabayashi,f,新寺２丁目,5,2,2,2,2,1,1,1,0,1,0,1,0,3,1,1,2,0,2,6,5,4,3,5,7,5,10,5,1,8,4,8,5,4,7,3,3,7,4,4,0,4,4,2,2,6,2,2,2,3,2,2,2,4,1,1,3,1,2,1,2,4,1,2,2,2,1,1,0,3,1,1,1,3,1,2,0,1,1,2,0,2,3,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,13,4,5,11,24,29,28,21,12,15,11,8,11,7,7,6,6,3,2
1122,wakabayashi,f,新寺３丁目,3,1,0,1,2,1,1,5,1,1,2,2,0,2,4,1,3,3,2,5,6,10,12,22,10,15,13,10,10,9,12,15,14,6,8,8,2,8,6,7,7,4,11,8,4,7,5,10,7,6,5,13,6,9,7,5,5,9,5,3,3,12,4,4,6,5,7,7,13,5,8,6,7,4,4,5,7,6,5,0,6,3,3,2,3,2,2,1,4,1,2,2,0,3,2,0,1,0,1,0,0,7,9,10,14,60,57,55,31,34,35,40,27,29,37,29,23,17,10,11
1123,wakabayashi,f,新寺４丁目,4,3,3,5,1,2,1,5,3,4,4,4,0,3,1,2,4,1,3,4,6,6,3,7,9,10,8,6,7,8,9,5,10,11,9,10,10,10,19,9,13,6,11,13,6,6,7,12,10,8,6,7,9,8,6,3,2,5,5,3,6,6,2,6,2,7,4,0,1,7,5,7,6,5,3,6,3,1,1,5,4,4,1,2,2,2,4,2,0,2,0,0,2,2,0,0,1,0,0,0,0,16,15,12,14,31,39,44,58,49,43,36,18,22,19,26,16,13,10,5
1124,wakabayashi,f,新寺５丁目,3,0,0,1,2,2,1,1,0,1,0,0,1,4,0,2,0,3,3,1,2,1,2,3,3,3,0,2,3,1,2,2,3,1,7,5,2,2,1,1,2,2,3,5,7,2,2,2,2,3,5,2,5,1,3,3,0,0,3,2,0,4,2,3,5,7,1,2,6,7,5,2,3,1,3,2,1,3,2,1,1,3,4,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,6,5,5,9,11,9,15,11,19,11,16,8,14,23,14,9,8,4,2
1125,wakabayashi,f,新弓ノ町,0,2,0,2,2,2,1,2,1,3,1,0,3,1,0,0,0,1,0,1,0,3,1,4,1,3,6,8,2,2,4,5,3,5,1,1,4,0,3,4,3,1,2,4,2,3,5,4,1,2,0,1,3,2,4,1,4,2,3,2,2,1,1,0,1,2,2,3,1,1,2,3,2,2,1,0,1,0,1,0,2,0,2,0,1,1,2,0,0,1,1,1,0,0,0,0,2,0,0,0,0,6,9,5,2,9,21,18,12,12,15,10,12,5,9,10,2,5,4,4
1126,wakabayashi,f,畳屋丁,0,2,2,1,0,2,1,0,1,0,1,1,0,2,2,0,0,2,0,2,4,4,5,1,3,4,9,2,5,6,3,5,3,5,6,5,1,5,4,0,1,3,3,2,2,3,6,9,2,3,8,0,3,5,0,3,2,3,2,1,1,2,4,0,0,0,1,3,1,2,2,0,4,2,1,1,1,2,2,0,2,1,2,3,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,5,4,6,4,17,26,22,15,11,23,16,11,7,7,9,6,8,2,6
1127,wakabayashi,f,種次,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,2,0,0,2,0,1,1,0,1,0,1,1,0,0,3,2,2,1,1,1,1,2,1,1,1,1,0,0,0,2,0,0,3,1,1,1,1,0,0,0,2,1,1,1,2,1,1,3,3,4,2,1,3,2,5,5,2,2,1,2,0,1,3,1,1,2,0,1,2,0,2,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,3,3,1,4,3,5,7,6,3,5,2,7,12,13,12,6,5,5,3
